uber_Name,google_Name,average_health_score,cid,uber_id,uber_categories,google_tags,google_categories
G & P Asiatic Gourmet,G and P Asiatic Gourmet,-1.969715321448989,a11204045335067562053,Ss6uIw8aRAmQ717r2SXEOA,"breakfast and brunch,malaysian,vegetarian friendly,chinese","fried rice,noodle,chicken rice,price,lunch,laksa",chinese takeout
Bare Wholefoods St Leonards,Bare Wholefoods - St Leonards,-3.815304449648712,a3983819312845713090,A2sZcjZxS8CTLbFXyvCJdA,"modern australian,coffee and tea,vegan friendly","soy milk,gluten free,waffle,pay,chocolate,pork belly,breakfast,toast,cafe,almond","lunch,coffee,health food,breakfast,cafe"
Bare Wholefoods St Leonards,Bare Wholefoods - St Leonards,-3.815304449648712,a3983819312845713090,A2sZcjZxS8CTLbFXyvCJdA,"modern australian,coffee and tea,vegan friendly","soy milk,gluten free,waffle,pay,chocolate,pork belly,breakfast,toast,cafe,almond","lunch,coffee,health food,breakfast,cafe"
Laurel Leaf Bistro,Laurel Leaf Bistro,-4.064803272791237,a2723739015879431500,sTxJMQ9sVBqKqAFzA0jyww,"coffee and tea,bistro,breakfast and brunch,burger,modern european,allergy friendly,modern australian,vegan,juice and smoothy","artwork,pastry,team","cafe,food bank,health food,delivery,restaurant"
Laurel Leaf Bistro,Laurel Leaf Bistro,-4.064803272791237,a2723739015879431500,sTxJMQ9sVBqKqAFzA0jyww,"coffee and tea,bistro,breakfast and brunch,burger,modern european,allergy friendly,modern australian,vegan,juice and smoothy","artwork,pastry,team","cafe,food bank,health food,delivery,restaurant"
Jingogae Korean Restaurant,Jingogae Korean Restaurant,-2.5552261213988046,a6199227146017848892,Pj9uIgRYWd6UOxJhWTOshQ,"korean,asian,traditional","feel,dish,dinner,kitchen,grandma,value,home,couple,bbq beef,kimchi jjigae",korean
Jingogae Korean Restaurant,Jingogae Korean Restaurant,-2.5552261213988046,a6199227146017848892,Pj9uIgRYWd6UOxJhWTOshQ,"korean,asian,traditional","feel,dish,dinner,kitchen,grandma,value,home,couple,bbq beef,kimchi jjigae",korean
Mint Cafe,Mint Cafe,-3.3632811838364285,a16295199662436656582,cV_1FtxqT22zOKL5SiLk4w,"breakfast and brunch,bakery,coffee and tea,modern australian","halloumi,omelette,latte,cooked,sandwich,avocado toast,brunch",cafe
Mint Cafe,Mint Cafe,-3.3632811838364285,a16295199662436656582,cV_1FtxqT22zOKL5SiLk4w,"breakfast and brunch,bakery,coffee and tea,modern australian","halloumi,omelette,latte,cooked,sandwich,avocado toast,brunch",cafe
Chaos Cafe,Chaos Cafe,-2.6358673217220985,a1817840260878293982,T_kUC2CFRy6N6qPXi7ei5w,"sandwich,breakfast and brunch,salad","corn fritter,smile,dish,food,owner,service,mushroom,juice,bacon,toast,wrap","cafe,coffee,breakfast,restaurant"
Iku Wholefood Neutral Bay,Iku Wholefood,-2.7352418300653594,a227404757097465172,8zxUllEiSKiC2cAMm-94XQ,"healthy,gluten free friendly,vegan",vegan,health food
The Foliage Cafe,The Foliage Cafe,-4.818142160355127,a4381696558511785545,_GvLdOxrWOG5Zyu7GoGL7A,"sandwich,comfort food,fast food","plant,croissant,price,latte,atmosphere,lunch,morning,barista,toast,wrap","takeout,sandwich,cafe,juice"
The Foliage Cafe,The Foliage Cafe,-4.818142160355127,a4381696558511785545,_GvLdOxrWOG5Zyu7GoGL7A,"sandwich,comfort food,fast food","plant,croissant,price,latte,atmosphere,lunch,morning,barista,toast,wrap","takeout,sandwich,cafe,juice"
Sotto on West,Sotto On West,-3.973281183836429,a3415105045941732629,RFsJFiFvQtO8LhNy4aZO5w,"australian,cafe,breakfast and brunch,coffee and tea","corn fritter,croissant,price,morning,meal,salad,table,burger,acai bowl,healthy","espresso bar,family,brunch,breakfast,cafe"
Fresh Blend,Fresh Blend Mosman,-4.636666666666667,a16070623430199863992,VbYcVwPrQ9-20ewcQZL46w,"healthy,juice and smoothy,modern australian","açai bowl,price,salad,smoothy,busines","açaí,juice,health food,salad"
Tran's Restaurant,Tran's Restaurant,-1.31,a7836964826311604753,j51f1YZ4Ww-z8e7gtWhtLw,"rice and curry,vietnamese","wine,dinner,dish,atmosphere,curry,pork rib,fish,ravioli,duck,priced","vietnamese,function room facility"
Tran's Restaurant,Tran's Restaurant,-1.31,a7836964826311604753,j51f1YZ4Ww-z8e7gtWhtLw,"rice and curry,vietnamese","wine,dinner,dish,atmosphere,curry,pork rib,fish,ravioli,duck,priced","vietnamese,function room facility"
Komaru,Komaru,3.215,a985718154790842225,P85f_rv_R-uaIxGglzyjvA,"sushi,japanese","dinner,dish,fresh food,mackerel,book,atmosphere,chef,chirashi,family,box",japanese
Cafe Montmartre,Cafe Montmartre,-5.2171264595705376,a8238052828259482426,9r40D07OU_KOAIfUu_16xA,"french,breakfast and brunch,bubble tea,juice and smoothy,modern australian,dessert,fast food","wine,croissant,atmosphere,courtyard,french,brunch","coffee,takeout,cafe,restaurant"
L'eclair Patisserie,L'eclair Patisserie,-4.168812320827621,a13644988698355439279,2ieto3NpScOQb_qMRqvBfg,"asian fusion,dessert,sandwich,fast food","strawberry shortcake,mont blanc,japanese,curry,cheesecake,strawberry cake,cafe","patisserie,bakery,cafe"
L'eclair Patisserie,L'eclair Patisserie,-4.168812320827621,a13644988698355439279,2ieto3NpScOQb_qMRqvBfg,"asian fusion,dessert,sandwich,fast food","strawberry shortcake,mont blanc,japanese,curry,cheesecake,strawberry cake,cafe","patisserie,bakery,cafe"
Le Cafe Wraps and Rolls,Le Cafe Wraps & Rolls,-2.851812482949732,a11000989268969788944,2-jZQj6CQm6pzX6GPmVsGA,"chinese,breakfast and brunch,comfort food,vietnamese,cafe","banh mi,pork roll,lunch,chicken,rice paper,salad,pho","noodle,vietnamese,asian,restaurant,breakfast,cafe,rice"
Le Cafe Wraps and Rolls,Le Cafe Wraps & Rolls,-2.851812482949732,a11000989268969788944,2-jZQj6CQm6pzX6GPmVsGA,"chinese,breakfast and brunch,comfort food,vietnamese,cafe","banh mi,pork roll,lunch,chicken,rice paper,salad,pho","noodle,vietnamese,asian,restaurant,breakfast,cafe,rice"
Le Patissier,Le Patissier,-2.831843657817109,a18258178704521220702,2F9YxTqZQiu4XR68qbHPLw,"dessert,bakery,pastry","chocolate,croissant,birthday,tart","bakery,cafe"
Taste Baguette,Taste Baguette,-3.841451414514145,a17611016949788128926,nk5qYO_JQTmCdz7BdscBRA,"cafe,breakfast and brunch,modern australian",cafe,restaurant
Taste Baguette,Taste Baguette,-3.841451414514145,a17611016949788128926,nk5qYO_JQTmCdz7BdscBRA,"cafe,breakfast and brunch,modern australian",cafe,restaurant
Simple & Irresistible Thai,Simple & Irresistible Thai,-0.41500000000000004,a15348548076757055534,JutwrV3lTJqgUZdK8k5Bog,"asian,thai",,
Simple & Irresistible Thai,Simple & Irresistible Thai,-0.41500000000000004,a15348548076757055534,JutwrV3lTJqgUZdK8k5Bog,"asian,thai",,
Double Cross Dining Room,Double Cross Dining Room,-5.420855546487354,a10446215543026292369,_7L5FHm-WxO4ija4HxXL2w,"pasta,breakfast and brunch,falafel,burger,fish and chip","nest,karaage,mentaiko,pasta,fusion,baked egg,tonkatsu,benedict,brunch,acai bowl",cafe
Ken's Kissa,Ken's Kissa,-1.906701216381279,a4151340535354250799,TnVLdfPjTIqRgsrmHSCQDg,"japanese style curry,chicken,sandwich,burger,japanese,rice bowl","japanese breakfast,ochazuke,salmon,sesame,hitsumabushi,chef,miso soup,karaage,burger,rice","store,cafe"
Ken's Kissa,Ken's Kissa,-1.906701216381279,a4151340535354250799,TnVLdfPjTIqRgsrmHSCQDg,"japanese style curry,chicken,sandwich,burger,japanese,rice bowl","japanese breakfast,ochazuke,salmon,sesame,hitsumabushi,chef,miso soup,karaage,burger,rice","store,cafe"
Bahbq Brazilian Grill,BahBQ Brazilian Grill,-4.1575,a779564569458915262,H6ltLzmGTGy0OwroEnjmSg,"modern australian,bbq,family meal,brazilian","halloumi,rib,birthday,churro,lamb,chicken wing,brazilian bbq,bbq,side,hungry","bbq,restaurant,brazilian"
Orchid Persian Restaurant,Orchid Persian Restaurant,-4.9719999999999995,a2120465585721070056,uufcOJh3QQmSW6XWhZM9BQ,"middle eastern,mediterranean,halal,persian,family meal","night,dance,dinner,persian new year,management,music,dj,ghormeh sabzi,buffet,party",persian
State of Espresso (North Sydney),State of Espresso,-3.0046908511338635,a13268947678626229535,mBU3waXwSuu3ur7Cnryezw,"sandwich,cafe,breakfast and brunch","lunch,bacon,egg roll","lunch,deli,supply,coffee,vegetarian cafe,takeout,breakfast,cafe"
Sottocasa Cucina Verace,SOTTOCASA cucina verace,-4.3318258006584855,a10630504257957144536,afEzCMDgWrWZA1qsmzMLXQ,"italian,comfort food,drink","seafood,wine,entree,lemon,veal,lasagne,tagliatelle,gem","cooking cla,catering food,southern italian,takeout,drink supplier,restaurant"
Yum Me Rolls and Bowls,Yum Me Rolls and Bowls,-2.023248232757688,a10942515512899322686,OpQfirYrWJ2AKNiheDgzPA,"roll,pho,coffee and tea","lunch,spring roll,pho",restaurant
Cafe Rustic Charm,Cafe Rustic Charm,-2.4139431378808993,a84771463255684148,yWzmoGS3Qfq6oOi4sqkWIw,"korean,sandwich,breakfast and brunch,asian fusion,asian,cafe,salad","price,lunch,eggs benedict,to go,korean food,burger","coffee,cafe"
Bakers Delight (Greenwood Plaza),Bakers Delight Greenwood Plaza,-2.7627273783663284,a14704592254580306613,3OQbD9kvSwqBadu9nXxSuA,"breakfast and brunch,pizza,bakery,pastry",,bakery
Bakers Delight (Greenwood Plaza),Bakers Delight Greenwood Plaza,-2.7627273783663284,a14704592254580306613,3OQbD9kvSwqBadu9nXxSuA,"breakfast and brunch,pizza,bakery,pastry",,bakery
54 Beans,54 Beans,-5.208118081180811,a15897520162126734647,cTM1-m-cTrS5WQ6gOQS1Mw,"cafe,breakfast and brunch,fast food",,cafe
54 Beans,54 Beans,-5.208118081180811,a15897520162126734647,cTM1-m-cTrS5WQ6gOQS1Mw,"cafe,breakfast and brunch,fast food",,cafe
The North Spoon,The North Spoon,-5.2492271031615365,a6917677247582105807,Id13ctpmTHe4ueRi01rMmQ,"italian,breakfast and brunch,comfort food,dessert,cafe,mexican","corn fritter,dinner,dish,salmon,atmosphere,poached egg,harbour bridge,mushroom,brunch,waiter","cafe,lunch,deli,vegetarian,coffee,vegetarian cafe,italian,function room facility,breakfast,restaurant"
The North Spoon,The North Spoon,-5.2492271031615365,a6917677247582105807,Id13ctpmTHe4ueRi01rMmQ,"italian,breakfast and brunch,comfort food,dessert,cafe,mexican","corn fritter,dinner,dish,salmon,atmosphere,poached egg,harbour bridge,mushroom,brunch,waiter","cafe,lunch,deli,vegetarian,coffee,vegetarian cafe,italian,function room facility,breakfast,restaurant"
Best Bagel Co,Best Bagel Co.,-4.094771991586551,a12657902357886672247,fctEzBueWM6IgWgxy8jrug,"cafe,dessert,bagel,drink","everything bagel,smoked salmon,ingredient,price,chicken,reuben,blueberry bagel,cream cheese,mushroom,breakfast",bagel
Emoji Cafe,Emoji Cafe,-2.94,a4643781402627261663,l8EehlrYS6OcXB6Y9sNl9Q,"cafe,japanese,allergy friendly,american","pork,price,chip,vietnamese,fish,family,burger,wrap","coffee,breakfast,cafe"
Emoji Cafe,Emoji Cafe,-2.94,a4643781402627261663,l8EehlrYS6OcXB6Y9sNl9Q,"cafe,japanese,allergy friendly,american","pork,price,chip,vietnamese,fish,family,burger,wrap","coffee,breakfast,cafe"
Sidando Cafe,Sidando Cafe,-4.348118081180812,a7802688661501439376,9BtS-8EbSICjaLp6z8GUkA,"healthy,cafe,breakfast and brunch","food,atmosphere,portion size,truffle,service,family,scrambled egg,brunch,gem,presentation,crepe",cafe
Cadenza Floral Cafe,Cadenza Floral Cafe,-4.559175999654734,a7269548706732731514,AZJt3v3xS3-EPQBCdodyVQ,"korean,breakfast and brunch,burger,asian fusion,healthy,family meal","interior,brunch,latte,flower,photo,aesthetic,takeout,korean fried chicken,burger,bulgogi","cafe,restaurant"
Phoenix on Walker,Phoenix on Walker,-4.240708959918167,a17770893090922693195,BvspZ-ccUkqZ3QV_kbi2ng,"coffee and tea,sandwich,breakfast and brunch,burger,cafe","lunch,dumpling,bacon",coffee
Phoenix on Walker,Phoenix on Walker,-4.240708959918167,a17770893090922693195,BvspZ-ccUkqZ3QV_kbi2ng,"coffee and tea,sandwich,breakfast and brunch,burger,cafe","lunch,dumpling,bacon",coffee
Giovanni La Pizza,Giovanni La Pizza,-4.371464900138422,a11573489236565383238,kHXKVDFHTdm7P7kbDLVB4g,"italian,pasta,australian,pizza,family meal","seafood,cleaned,gelato,lasagna,money,disgusting,italian,domino","pizza takeout,pizza,italian,pizza delivery,takeout,delivery"
Giovanni La Pizza,Giovanni La Pizza,-4.371464900138422,a11573489236565383238,kHXKVDFHTdm7P7kbDLVB4g,"italian,pasta,australian,pizza,family meal","seafood,cleaned,gelato,lasagna,money,disgusting,italian,domino","pizza takeout,pizza,italian,pizza delivery,takeout,delivery"
The Boatshed To-Go,The Boatshed To-Go,-6.866900584795322,a12782079523840160766,P-RwBfgrSy2axdNPPvGZ4w,"seafood,burger,fast food","seafood,calamari,price,chip,batter,fish,cooked,salad,platter,table,takeout",restaurant
The Boatshed To-Go,The Boatshed To-Go,-6.866900584795322,a12782079523840160766,P-RwBfgrSy2axdNPPvGZ4w,"seafood,burger,fast food","seafood,calamari,price,chip,batter,fish,cooked,salad,platter,table,takeout",restaurant
La Perouse Thai,La Perouse Thai,-0.64,a14781766281745799326,VDZH8mUkR1Cqbs3ka-PUOg,"thai,south east asian","sauce,seafood,dinner,fried,quantity,curry,stir fry,vegetable,average,rice","asian,takeout,thai,delivery,southeast asian"
IGA Cronulla,IGA Cronulla,-7.265,a4366668442518122787,WVbNNHn_QhStAJbjJVIghw,"convenience,grocery",convenient,grocery
The Boatshed La Perouse,The Boatshed La Perouse,-5.635018665976133,a13176267402103469186,tOcWSsqRTFeIKe_vdeYjJA,"breakfast and brunch,seafood,burger","sunset,bay,lobster mornay,grilled octopu,chip,batter,fish,linguine,botany,lobster pasta,seafood platter",restaurant
Eight Buns ç¬¼ç¬¼é¦™,Eight buns 笼笼香,-0.725,a4647403046944444593,ZwLXcSAWS0e8LrDWtswpMA,"asian,chinese","spicy,squid,price,cucumber,dumpling,xiao long bao,chive,pork bun,prawn,waiter","asian,chinese,restaurant,dim sum"
Eight Buns ç¬¼ç¬¼é¦™,Eight buns 笼笼香,-0.725,a4647403046944444593,ZwLXcSAWS0e8LrDWtswpMA,"asian,chinese","spicy,squid,price,cucumber,dumpling,xiao long bao,chive,pork bun,prawn,waiter","asian,chinese,restaurant,dim sum"
Hong Kong Chef,Hong Kong Chef Kotara,-0.7933333333333333,a17282027430954982921,ePgm2bscTlGebPSO42qXKw,"asian,noodle,chinese","fried rice,salt,atmosphere,chinese,dumpling,yum cha,vegetable,chilli,takeout,waiter",restaurant
Asian Delight (Adamstown),Asian Delight,-2.413309692671395,a17953490900450228204,C9z6iY-nU-OfDwqGFG-OQQ,"seafood,soup,chinese,chicken,asian fusion,asian,malaysian,thai,fast food","fried,pork,price,chinese food,chicken,fish,value,home,prawn",asian
Harry's Schnitzel Joint (Jesmond),Harrys Schnitzel Joint Jesmond,-7.57262224710713,a14953331805370851038,bmjKvwFMRsSWNxnWnCh0-Q,"chicken,fast food,burger,american","dinner,management,chip,chicken,cooked,team,schnitzel wrap,to go,milkshake,burger","takeout,restaurant,cafe,fast food"
Harry's Schnitzel Joint (Jesmond),Harrys Schnitzel Joint Jesmond,-7.57262224710713,a14953331805370851038,bmjKvwFMRsSWNxnWnCh0-Q,"chicken,fast food,burger,american","dinner,management,chip,chicken,cooked,team,schnitzel wrap,to go,milkshake,burger","takeout,restaurant,cafe,fast food"
Oporto (Kotara Drive Thru),Oporto Kotara Drive Thru,-6.7150281656621065,a3028356675091872314,VujkioMJXT2uJ7JBKfBsYg,"portuguese,wing,burger,comfort food,american,chicken,family meal","sauce,price,chip,chicken,chilli,burger,pay",restaurant
Oporto (Kotara Drive Thru),Oporto Kotara Drive Thru,-6.7150281656621065,a3028356675091872314,VujkioMJXT2uJ7JBKfBsYg,"portuguese,wing,burger,comfort food,american,chicken,family meal","sauce,price,chip,chicken,chilli,burger,pay",restaurant
Baskin Robbins (Newcastle),Baskin-Robbins Waratah Newcastle,-7.177765486725663,a10693465887013371493,x6Gig2UxSSakLIZjlwaR_Q,"ice cream and frozen yoghurt,dessert","scoop,price,product,flavour,milkshake,girl,choice","ice cream,cake,dessert"
Baskin Robbins (Newcastle),Baskin-Robbins Waratah Newcastle,-7.177765486725663,a10693465887013371493,x6Gig2UxSSakLIZjlwaR_Q,"ice cream and frozen yoghurt,dessert","scoop,price,product,flavour,milkshake,girl,choice","ice cream,cake,dessert"
Papa Franco Wallsend,Papa Franco Wallsend,-6.142441500230704,a3534253696161358709,LNQhD0qjVhyt08WZ61nVuA,"italian,pizza,american","seafood,rib,topping,chicken,lamb,italian,garlic,carbonara,prawn,busines","pizza,italian,pizza delivery,pizza takeout"
Papa Franco Wallsend,Papa Franco Wallsend,-6.142441500230704,a3534253696161358709,LNQhD0qjVhyt08WZ61nVuA,"italian,pizza,american","seafood,rib,topping,chicken,lamb,italian,garlic,carbonara,prawn,busines","pizza,italian,pizza delivery,pizza takeout"
Wallsend Seafood & Takeaway,Wallsend Seafood & Takeaway,-6.380175438596492,a13517392278688830544,_oI_vH7cSia9Ft5RyKYyZw,"family meal,seafood,burger,fast food","potato scallop,price,potato cake,chip,cocktail,fish,cooked,value,oily,burger","chips takeout,chip,fish,takeout,burger"
Vego's Vegetarian Fast Food,Vego's Vegetarian Fast Food Charlestown,-8.270233918128655,a6617768282168441729,Gg1_AWjuSFORsqCKjqFyPg,"snack,burger,american","vegan,dinner,smile,burrito,chip,summer,sweet potato fry,veggie,cornbread,burger","takeout,diner"
Vego's Vegetarian Fast Food,Vego's Vegetarian Fast Food Charlestown,-8.270233918128655,a6617768282168441729,Gg1_AWjuSFORsqCKjqFyPg,"snack,burger,american","vegan,dinner,smile,burrito,chip,summer,sweet potato fry,veggie,cornbread,burger","takeout,diner"
TANDOOR INDIAN KITCHEN,Tandoor Indian Kitchen,-2.728888888888889,a7892997337529209801,Rb9EgzK0Rxe_QUVxeZIzFA,"indian,middle eastern,indian curry","samosa,spicy,price,indian food,naan,butter chicken,vindaloo,korma,sweet,biryani",restaurant
Longworth Seafood & Schnitzel,Longworth Seafood & Schnitzel,-2.0168974863764726,a4268751988945473860,LH41XLIHV6iif32op8haUQ,"cheesesteak,roll,hawaiian,mexican","egg,burger,cooked,bacon","chips takeout,fish"
Broaster Chicken (Hamilton),Broaster Chicken,-4.266123851312194,a814476687114417727,orJ5EecyQEKqeEJsznFJSg,"chicken,western,comfort food,family meal","spicy,price,chip,burger,to go,gravy,fried chicken,box,wrap",halal
Gandha's Indian Restaurant,Gandha's Indian Restaurant,-0.6900000000000001,a9086049227817629013,za_Xt2UxWxmHSEL4_7uBUA,"indian,north indian,asian","sauce,food,entree,peanut,price,frozen food,owner,vindaloo,butter chicken,service,delivery","takeout,delivery,indian"
Bev's Takeaway,Bev's Takeaway,-6.395,a16302545919261271920,4P5LDsbxRHygaYB803e9-A,"seafood,fast food","burger,priced,salad","chips takeout,fish"
Jim's Dairy Delite Bar,Jim's Dairy Delite Bar,-6.35004782893151,a12287744561805902761,E8NNzDvIVKyWD2kkpx9cYA,"fried food,comfort food,american,dessert,brazilian","malt,boy,ice cream,lolly,flavour,milkshake,milk bar","ice cream,dairy"
Smokin Joe's Pizza & Grill (Lake Macquarie),Smokin Joe's Pizza & Grill - Lake Macquarie,-5.836831125173028,a14779654404382127824,DeZydFqzTUW5OmFMjGHkwg,"italian,pizza,family meal,american","gnocchi,rib,price,chef,mother,chip,garlic bread,lamb,value,money","pizza takeout,grill,pizza,pasta,pizza delivery,italian grocery"
Bangkok Nights,Bangkok Nights,-1.5333333333333332,a6887269580419923210,yE-123SEQzudNqjFHJk0bA,"street food,thai,noodle","pork,pad thai,price,atmosphere,papaya salad,fish,drink,tom yum,chilli,portion size","restaurant,thai"
Son of a Gun,Son of a Gun,-3.31274586099031,a17193499303552717485,3snKC64hQp2dyCtbCuc9Gw,"pasta,comfort food,salad","vegan,dinner,wing,bowl,atmosphere,muffin,coffee,waitres,cheeseburger,bacon",restaurant
Cellarbrations (Georgetown),Cellarbrations,-7.454249827698804,a14129675923961028783,LDmm56ZHTfuap0LTdEac1Q,"alcohol,wine,bottle shop","beer,price","wine,beer,liquor"
Cellarbrations (Georgetown),Cellarbrations,-7.454249827698804,a14129675923961028783,LDmm56ZHTfuap0LTdEac1Q,"alcohol,wine,bottle shop","beer,price","wine,beer,liquor"
Friendly Grocer (New Lambton Blackbutt),Friendly Grocer Blackbutt,-7.6,a15890408699486593456,1_f6H8JUWvq-5iwV13-vRQ,convenience,price,"produce market,grocery delivery service,ice cream,grocery,meat product,soft drink,supermarket"
Beerhaus (Kotara),Beerhaus Kotara,-5.021134834722741,a1719787257819365380,uJL2qzKzT-qS-sJPlvhvXg,"chicken,wing,burger,modern australian,bar food","night,job,wing,happy hour,birthday,entertainment,ping pong,drink,surcharge,game",german
Beerhaus (Kotara),Beerhaus Kotara,-5.021134834722741,a1719787257819365380,uJL2qzKzT-qS-sJPlvhvXg,"chicken,wing,burger,modern australian,bar food","night,job,wing,happy hour,birthday,entertainment,ping pong,drink,surcharge,game",german
The Grain Thai,The Grain Thai,-1.75,a14855150056560420827,n8o90FpER2qkRLsqNH1dUg,"tom yum,thai,seafood","night,vegan,satay,drink,tablecloth,massaman curry,family,chilli,takeout,serving","noodle,asian,takeout,delivery,thai"
The Grain Thai,The Grain Thai,-1.75,a14855150056560420827,n8o90FpER2qkRLsqNH1dUg,"tom yum,thai,seafood","night,vegan,satay,drink,tablecloth,massaman curry,family,chilli,takeout,serving","noodle,asian,takeout,delivery,thai"
Best Coast Pizza,Best Coast Pizza,-5.422799069096739,a5799625399664402867,jXoYPbtgSESFKHea5Ahm0g,"european,pizza,comfort food,modern australian,dessert,fast food","spelt,crust,order,garlic bread,chorizo,lasagne,priced,base,bbq,delivery","pizza takeout,pasta,ice cream,pizza delivery"
Best Coast Pizza,Best Coast Pizza,-5.422799069096739,a5799625399664402867,jXoYPbtgSESFKHea5Ahm0g,"european,pizza,comfort food,modern australian,dessert,fast food","spelt,crust,order,garlic bread,chorizo,lasagne,priced,base,bbq,delivery","pizza takeout,pasta,ice cream,pizza delivery"
Chatime (Glendale),Chatime,-4.664155076701049,a15542030743021177888,8mnyoOFQWNaFviOAzGgbLQ,"exclusive to eats,bubble tea,dessert,asian",girl,bubble tea
The Blind Monk,The Blind Monk,-5.57157935238122,a13264073413348503050,Fo93Nx3YQY-X4J5j83Zf8Q,"pizza,dessert,burger,salad","function,whisky,atmosphere,lunch,cocktail,pizza,dumpling,espresso martini,craft beer,party","australian,wine bar,lunch,coffee,bar,cocktail bar,function room facility"
Secret Garden Asian Cuisine Restaurant,Secret Garden Asian Cuisine Restaurant,-2.2249027237354086,a15365409625987156665,qOiWQ2vHSlKhFTgBqjMibw,"asian,comfort food,chinese","chinese food,price",restaurant
Secret Garden Asian Cuisine Restaurant,Secret Garden Asian Cuisine Restaurant,-2.2249027237354086,a15365409625987156665,qOiWQ2vHSlKhFTgBqjMibw,"asian,comfort food,chinese","chinese food,price",restaurant
Kind-D Thai Restaurant,Kind-D Thai restaurant,-4.056595744680851,a18231280318203864488,yQArNE2sWlqX9reUE1e-Ww,"chicken,thai,seafood","fried,dish,pork,price,chicken",thai
Tasteful Creations,Tasteful Creations,-5.958277634961441,a16332284908305086116,bY1WPQ9ARQ-x3WoEWklwUQ,"turkish,pizza","price,curry,chip,cooked,fish,halal,kebab,takeout,kid",fast food
Tasteful Creations,Tasteful Creations,-5.958277634961441,a16332284908305086116,bY1WPQ9ARQ-x3WoEWklwUQ,"turkish,pizza","price,curry,chip,cooked,fish,halal,kebab,takeout,kid",fast food
Crust Pizza (Jesmond),Crust Pizza Jesmond,-3.5121813344321726,a11021366956490798209,OA3zSkMmSSubTivNAinxeA,"italian,gluten free friendly,vegetarian friendly,pizza,dessert,vegan","night,price,gourmet,halal,dough,domino'","pizza takeout,pizza,pasta,italian,pizza delivery,takeout,delivery"
Crust Pizza (Jesmond),Crust Pizza Jesmond,-3.5121813344321726,a11021366956490798209,OA3zSkMmSSubTivNAinxeA,"italian,gluten free friendly,vegetarian friendly,pizza,dessert,vegan","night,price,gourmet,halal,dough,domino'","pizza takeout,pizza,pasta,italian,pizza delivery,takeout,delivery"
Meantime,Meantime,-4.288236057068741,a17395457398194336212,zqH678aYQiSBgjdBeS6NkA,"taco,comfort food,american","night,dinner,taco,manager,gluten free,atmosphere,coeliac,cocktail,haloumi,gf","bar,restaurant,function room facility"
Meantime,Meantime,-4.288236057068741,a17395457398194336212,zqH678aYQiSBgjdBeS6NkA,"taco,comfort food,american","night,dinner,taco,manager,gluten free,atmosphere,coeliac,cocktail,haloumi,gf","bar,restaurant,function room facility"
Ribs & Pizza on Glebe,Ribs & Pizza on Glebe,-4.883265067734777,a14566301931673714964,PnDLbBp6WdaMuGSQd5-EhA,"italian,drink,pasta,pizza,dessert,american,kid friendly","honey,gluten free,rub,rack,chip,pork rib,lamb,mac n cheese,bbq,soda","pizza,pizza takeout,fast food"
Ribs & Pizza on Glebe,Ribs & Pizza on Glebe,-4.883265067734777,a14566301931673714964,PnDLbBp6WdaMuGSQd5-EhA,"italian,drink,pasta,pizza,dessert,american,kid friendly","honey,gluten free,rub,rack,chip,pork rib,lamb,mac n cheese,bbq,soda","pizza,pizza takeout,fast food"
Colliery Inn,Colliery Inn Wallsend NSW,-5.897675438596491,a7474612704638105508,zHkSqKrqX3Wgsi5yvWCl0w,"australian,kid friendly,burger,american","night,entertainment,atmosphere,guinnes,room,meal,sunday roast,priced,steak,schnitzel","hotel,live music bar,bar,gambling house,takeout,sports bar,restaurant,pub"
The Little Boy,The Little Boy Kahibah,-0.698169014084507,a7241993564773061801,qQelYUtKTmCFFlaMWaExQQ,"asian fusion,vegetarian friendly,chinese","fried rice,seafood,satay,honey,chicken,bun,dumpling,takeout,chinese meal",restaurant
Little Asian Central,Little Asian Central Kotara,-2.5485435770322438,a15371689975956949499,9CVTEBhdVnW1Bi3XcvlytQ,"vegetarian,seafood,soup,noodle,chinese,chicken,drink,comfort food","fried,satay,price,chinese,chicken,malaysian food,takeout",asian
Little Asian Central,Little Asian Central Kotara,-2.5485435770322438,a15371689975956949499,9CVTEBhdVnW1Bi3XcvlytQ,"vegetarian,seafood,soup,noodle,chinese,chicken,drink,comfort food","fried,satay,price,chinese,chicken,malaysian food,takeout",asian
Aladdin Charcoal Chicken,Aladdin Charcoal Chicken,-4.901398176291793,a12701610858268235482,2DZba8lSRsuhJiyN4Zysmw,"middle eastern,chicken,halal,arabian,lebanese,healthy,family meal","skewer,shawarma,falafel,price,garlic sauce,chip,lebanese food,kebab,middle eastern food,wrap",restaurant
FoodWorks (Whitebridge),FoodWorks Whitebridge,-4.414166666666667,a6169127044180946801,sjR2GoCCW3O9tMRDCHTs3g,"convenience,green grocer (fruit and vegetables),deli,grocery","door,price,bbq,convenient,bread,produce",supermarket
Kapoors kitchen Indian Restaurant,Kapoor's Kitchen Indian Restaurant,-1.915293427230047,a11265943926149195106,z7AKKRyxVTemSC18nxu0eg,"indian,family meal,vegetarian friendly,indian curry","dinner,kadai,korma,palak paneer,chef,goat,area,mango,delivery,rogan josh","supply,delivery service,indian takeout,indian"
