uber_Name,google_Name,average_health_score,google_cid,uber_id,uber_categories,google_Category
Saigon City Vietnamese Seafood,Saigon City Vietnamese Seafood,-1.566,a5491794460710440217,5u31wC_NSaqwp2IqB8nFyQ,"seafood,noodle,allergy friendly,vietnamese,rice bowl",seafood
Sushi Hiro Narrabeen,Sushi Hiro,3.215,a11758764514912592668,Ddrl56D_ShGInvD3UMrWiw,"sushi,japanese",japanese
Bassett Street Cafe,Bassett Street Cafe,-3.847094379573362,a6469696749599010819,g2ECxrDnRRORe0R90k7A1Q,"coffee and tea,roll,chicken,sandwich,bakery,burger,cafe,australian,modern australian,dessert,salad",cafe
Ocean Bakehouse,Ocean Bakehouse,-4.666760282259728,a16009725370957976012,XhhNQGFGWjuOEKTUknTH7Q,"australian,asian,cake,american,dessert",bakery
Subway (Belrose),Subway,-4.364012092233598,a16295788985728887152,Tv_HIssoTj6QN4ZeQbm1EQ,"sandwich,breakfast and brunch,allergy friendly,healthy,family meal,fast food",sandwich
Lakehouse Cafe,Lakehouse Cafe,-3.8759436619718315,a18036776568695799037,tpzh7A2tTaiWI01ZDCK4hw,"drink,sandwich,american,cafe,juice and smoothy",cafe
Land Thai Cuisine,Land Thai Cuisine,-0.275,a5362445646441079327,ze7NT5_AQGWRg5WPprg9qQ,"asian fusion,thai,rice bowl,noodle",thai
Berkelo - Mona Vale,Berkelo Mona Vale,-2.7585181383503974,a4228190642736391582,EbDPvk6bR7i80_4EWVkIog,"sandwich,breakfast and brunch,pastry,family meal",cafe
Pie Face (Terrey Hills),United Petroleum Terrey Hills (Pie Face),-5.042578643574547,a15473270583202326628,TbD9JoiqVlWuK6LHaV8nFQ,"candy sweet,convenience,drink","gas station,petrol station"
Spice Bazaar,Spice Bazaar,-3.32762996941896,a2368111971276051692,MIloYihbQGCAEFslsN5iWQ,"indian,vegetarian,snack,indian curry",indian
Pizzeria E Cucina,Pizzeria E Cucina,-4.520384615384615,a17411466030223100485,VC26L-JdQD-5BRoR6llNaQ,"italian,european",italian
Chargrill Charlie's (Mona Vale),Chargrill Charlie's Mona Vale,-5.506004600048307,a10426741917036926107,wmGYUj36RJO_BWsUxK_8JA,"chicken,family meal,burger,salad",fast food
Newport Tandoori,Newport Tandoori,-2.4753437094682234,a14733130054698934934,ePktOtvaQiCGRDtY1uCPyQ,"indian,comfort food,allergy friendly,indian curry",indian
Ruby's At The Beach,Ruby's At The Beach,-4.451041578448572,a10393212078535618396,r2fyI4CTSXK3lohG_S2pqg,"breakfast and brunch,coffee and tea,juice and smoothy",cafe
Two Hungry Bears,Two Hungry Bears,-6.8835672514619874,a11369871436995421081,BoBxbD4kTH2LLHHdOnw0PQ,"family meal,burger,fast food",burger
8 Knots Cafe,8 knots cafe,-4.448258102595852,a4561981156565726403,OvCyg36WU2Wu3Gf9QEPj4A,"breakfast and brunch,burger,sandwich","cafe,restaurant"
The Drawing Board Cafe,The Drawing Board Cafe,-4.151451414514145,a5778032649870714571,tW3Miuu7ToSHdrQEjbaGNg,"cafe,breakfast and brunch,juice and smoothy",cafe
Rusti Fig,Rusti Fig,-3.4280241844671964,a10340644671668621228,Vl84mdNDSF2E47uv2vGjIg,"sandwich,breakfast and brunch,juice and smoothy",cafe
Banana Blossom (Mona Vale),Banana Blossom Mona Vale,-2.072529885193514,a10157891597197808202,eLtgunK8TjesQZLOvCW5sw,"vegan friendly,vegetarian friendly,asian fusion,healthy,thai,salad",asian
Ingleside Market,Ingleside Market,-5.688118081180811,a3824356487645165416,12aa3F32Q8ipiqvT3Bj7jw,"cafe,breakfast and brunch,snack",cafe
Beco @ Bungan Cafe,Beco @ Bungan Cafe,-5.033567251461989,a18340448830328820580,kIzzsGfFXkSXYHxvJaD6zw,"australian,cafe,burger",cafe
Bare Wholefoods Mona Vale,Bare Wholefoods Mona Vale,-3.1468907563025206,a9004398407493014852,YP6veraGSRe0_jXqubgmcg,"modern australian,salad,vegan friendly",cafe
Shotlab Espresso,ShotLab Espresso,-4.568281183836429,a8162115108756091353,7wcUmyViQlmfhyxjxNXU5w,"family meal,breakfast and brunch,coffee and tea,juice and smoothy",coffee
Beco @ Newport,Beco@Newport,-5.1716853326428,a17756541491220142962,7gHXWNSCVx6HcE0xAVYN1A,"cafe,breakfast and brunch,burger",cafe
Fatboi Burgers,Fatboi Burgers,-6.89180330853073,a16810623789812970377,dhndD0B2Q92oZZJhf-1PtA,"comfort food,burger,american",restaurant
Sunrise Kiosk,Sunrise Kiosk,-4.430886199897708,a1652192684654152392,ZvGXNaojSISlm5NgZbh9sQ,"sandwich,breakfast and brunch,burger,coffee and tea",cafe
Newport Beach CafÃ©,Newport Beach Café,-4.802861803231035,a15352476608839420830,3I_bf9-hR0-Vse9zy7os2g,"breakfast and brunch,burger,salad",cafe
Mona Vale Bakery,Mona Vale Bakery,-0.8432892674429991,a7444450055658677191,anugLBZRW4i0t_ycNODZAw,"dim sum,bakery,vietnamese",bakery
The Kanteen,The Kanteen,-4.5066249470691435,a13377370580892627551,nsr4o6KOXpelkNHmht175g,"coffee and tea,breakfast and brunch,allergy friendly,modern australian,american",cafe
See Sea Cafe,SEE SEA CAFE,-2.6199999999999997,a4979417354043369374,ZHhQbxWHQAOjHn8OUPB_Fg,"asian fusion,cafe,modern australian",cafe
Sunrise Cafe,Sunrise Cafe,-3.841451414514145,a4559335942657719497,oiEqBQ-uQsawPYy4LO-6bQ,"cafe,breakfast and brunch,modern australian",cafe
Ambrosia Food Creation,Ambrosia Food Creation,-3.324436459568216,a2120801537302228459,D20ZZntlQBSCsxTtjo4Dww,"italian,gluten free friendly,breakfast and brunch,australian,allergy friendly",cafe
Mekong Merchant (Mona Vale),Mekong Merchant Mona Vale,-1.0511764705882354,a16249382538217166435,n2jPGytmSvKkaFxyiF-YMg,"salad,asian,vietnamese",vietnamese
Fusion Corner,Fusion Corner,-3.7149027237354084,a13438271941937135757,RY0Xkx1UTzKejZhgja3wEQ,"indian,comfort food,family meal",takeout
Mie Thai- Menai,Mie Thai Menai,-0.41500000000000004,a7606369671153029211,luzGEMb_QwSZok1NIKc0Lg,"asian,thai",thai
Oliva Mediterranean Restaurant,Oliva Mediterranean Restaurant,-6.14,a3004756458371983337,H06PsgFAQ3eQ87btbdXymQ,mediterranean,restaurant
Midnight Pizza Menai,Midnight Pizza Menai,-5.233008167974585,a5995855840759593638,5VR4ZcC7QlieIvWXSl_z1Q,"comfort food,italian,pizza,family meal",pizza delivery
Pizza Hut (Menai),Pizza Hut Menai,-6.142441500230704,a571380760063797176,qXSFcFBbUd6pB8BQM7HysA,"italian,pizza,american",pizza
Im Aroi Thai Restaurant,Im Aroi Thai Restaurant,-0.5866666666666668,a14801819053139073135,WrN6rScAR-WInu8TgjIqxg,"asian,thai,noodle",thai
IGA Menai,IGA Menai,-7.3566666666666665,a294567249797305542,LD7UZe4OR9eKu0nwUWMtEg,"everyday essential,convenience,grocery",grocery
Cardamom Indian Cuisine,Cardamom Indian Cuisine,-3.7718436578171093,a9569075248158089011,A_ZHc5B4Qjmxx7eDLT5V9w,"indian,biryani,dessert",indian
Palace Garden Chinese Restaurant,Palace Garden Chinese Restaurant,-0.6699999999999999,a15812796018509428968,_6UEzGamR5Ct9tETUYvkvw,"asian fusion,asian,chinese",chinese
Peter's Chinese And Malaysian Restaurant,Peter's Chinese and Malaysian Restaurant,-1.1900000000000002,a10290325217911678482,BNNyzTumQni5YAVqFO-dCg,"asian,malaysian,chinese",asian
Food Mania,Food Mania,-3.6,a7097310177970834497,Tortd7FbS2yvjSWNnM_QCQ,"turkish,roll",kebab
Premium Meat House (Menai),Premium Meat House,-4.325,a14902889189930325324,uWzn7b7uTzGFuE1UI3tceQ,"specialty food,bbq",butcher
Illawong Chinese & Seafood Restaurant,Illawong Chinese & Seafood Restaurant,-0.7933333333333333,a4585060409865288312,ZqY-AojsSIO0yKZNs0BPIQ,"asian,noodle,chinese",chinese
Yakoo (Menai),Yakoo Menai,-0.5866666666666668,a8827217593222665068,bFYoS74BRy2FQi-D4lCfCg,"asian,thai,noodle",thai
Write Coffee Reserve,Write Coffee Reserve,-5.574061056247777,a3645213918459825239,Rj9V28HGS8mVhjIM-xzZVg,"sandwich,breakfast and brunch,burger,american,dessert",cafe
La Boulangerie (Menai),La Boulangerie Menai,-2.5147847478474783,a12749554340264220175,E8s82bHFQWOZLOUF5oIG4g,"french,breakfast and brunch,bakery",bakery
Riverside Takeaway,Riverside Takeaway,-6.6403136330145065,a11657598828072208676,_LzUftBUTGGvv7PYF5oU-Q,"comfort food,dessert,burger","chips takeout,fish"
"Smashmouth Burgers (Woronora, NSW)",Smashmouth Burgers,-5.586806688081707,a11015432459595435816,zD77Se0ZTVWvyuCeTfIZBw,"sandwich,burger,american",restaurant
McDonald'sÂ® (Hurstville South),McDonald's Hurstville South,-7.072675438596491,a14697787684759717405,loYLby5SRiK3p_kUKe1PKg,"fast food,family meal,burger,american",fast food
Lee Hing Chinese Restaurant,Lee Hing Chinese Restaurant,-1.96,a5482493046594950302,7bmdr5ypRW6RjnNy8UWb5A,"asian fusion,asian,seafood",chinese
The Barra,The Barra,-4.398944942381563,a15738265207502985821,Us9XlosrQcWqSFNli1VW9w,"fish and chip,family meal,seafood,vegetarian friendly",restaurant
Bombay Grill Mortdale,Bombay Grill,-1.0,a13136860683552212035,b93uLDjFTSWnKf3vt8EMLQ,indian,indian
Liquorland (Oatley West),Liquorland Oatley West,-8.0,a9105537048039875872,hK6ltwLXVCOc-gqS_5_rCg,alcohol,liquor
Oatley Chinese and Malaysian Restaurant,Oatley Chinese & Malaysian Restaurant,-0.725,a12039092169250594094,ikucPyHgT5CAfG5rbpOiXA,"asian,chinese",malaysian
Crust Pizza (Mortdale),Crust Pizza Mortdale,-3.5121813344321726,a17717168863445927038,Lm-t5rWcRkGGsL9oJTosZg,"italian,gluten free friendly,vegetarian friendly,pizza,dessert,vegan",pizza
Mortdale Hot Bread,Mortdale Hot Bread,-2.3888123208276206,a11854353866297443975,09oXWy3ESMicrnnXE2BqgQ,"dessert,sandwich,bakery,vietnamese",bakery
Eddies Lebanese Eatery,Eddie's Lebanese Eatery,-5.2940000000000005,a16646732436381914746,hnqFIxagQvyRAas8HGagUw,"middle eastern,mediterranean,english,lebanese,modern australian",lebanese
Mark's At Oatley,Mark's at Oatley,-4.83152892065515,a12392641053506299933,NV8uP9QkSjuZTkhsKP4ExA,"pasta,exclusive to eats,fried chicken,pizza,modern australian",restaurant
Sunny Seafood Restaurant (Mortdale),Sunny Seafood Restaurant Mortdale 伟洋海鲜酒楼,-0.6699999999999999,a12085176380972044308,DuYid8unVf2qNNGvXOfsBw,"asian fusion,asian,chinese",cantonese
Oatley Pizza Village,Oatley Pizza Village,-5.220631720564553,a9709641531914438656,E4zS7wYDTHKAQ07agyImRg,"comfort food,pizza",pizza
Wishbone Chickens,Mortdale Wishbone Chickens,-5.553333333333334,a11897032130585745659,uX6QuZEuSESBicgWwZcAVQ,"modern australian,family meal,fast food",chicken
Sri Arun Thai Restaurant,Sri Arun Thai Restaurant,-0.38,a16902701575219827996,dwb715nWRv2JK9QQ6O9EqQ,thai,thai
Suswagatam,Suswagatam,-0.5,a16466515321515420531,EicddlPwUoiSmv1WIdCoSQ,"indian,nepalese",indian
Yes Thai Restaurant,Yes Thai Restaurant,-0.4633333333333334,a12458948352498383784,93_Rp6jsTBiXB9hiEKKtrw,"asian fusion,asian,thai",thai
LANKAN RAILWAY CAFE,Lankan Railway Cafe,-2.758095238095238,a15577994727492277055,I1wJWKicS2am6s9UMTKwUA,"sri lankan,indian curry,nepalese,allergy friendly,rice and curry,healthy,south asian,kottu",restaurant
Dough & Co,Dough & Co,-4.8140287477914026,a7941169964811939542,houOuKrnUQ6IpjIoS4w3dA,"pasta,pizza,dessert",pizza takeout
Fortune House Chinese Restaurant,Fortune House Chinese Restaurant,-1.825,a1211424847065087114,uxuF3nxXSI2Ew77OrUxt4A,"family meal,asian,noodle,chinese",restaurant
Firehouse Grill,Firehouse Grill,-4.284902723735409,a16983071673760105190,qf5QUd3dX3Gdmxxb3tOuxQ,"australian,comfort food,modern australian",restaurant
Bojio,Bojio Oatley,-3.2723630899253906,a16450953625853000304,8M2Ep3aJT62PkJMDVojCiw,"gluten free friendly,coffee and tea,vegetarian friendly,breakfast and brunch,comfort food,juice and smoothy,vegan friendly",cafe
One 2 One Cafe,One 2 One cafe,-3.65,a3101656222442615073,5BGL30zpTAeWj0g9V1Hhvg,"cafe,modern australian",cafe
Poveli Deli Cafe,Poveli Deli Cafe,-2.5681180811808115,a3522261533123597492,obib6pbCRzmi3s2D2Ka1dw,"western,cafe,breakfast and brunch",cafe
Filter Cafe,Filter Cafe,-3.887702157304327,a13728553255870653076,6b5YVsCrX12rlMPSBkCzUg,"aus burger,vegetarian,coffee and tea,drink,vegetarian friendly,breakfast and brunch,bakery,burger,australian,dessert,comfort food,cafe",cafe
BWS (Penshurst),BWS Penshurst,-8.68,a4425412441517517190,N_LijJDBUL2llx3aAQAvsw,"alcohol,snack",liquor
Subway (Mortdale),Subway,-4.364012092233598,a1885354326170101380,j0wmklxmTQi2LUU5ZmwAOQ,"sandwich,breakfast and brunch,allergy friendly,healthy,family meal,fast food",sandwich
Pizza Hut (Mortdale),Pizza Hut Mortdale,-4.738616839458742,a7376704626501181206,mVF6Hru2Qze53ha1xrNoMw,"italian,pizza,family meal,vegan friendly",pizza
Lazezza Kebab - Bakery - Grills,Lazezza Kebab Bakery Grills,-6.255000000000001,a9194099803917227980,1KqRxWLFSomVz_0rOXwaTg,"middle eastern,lebanese",kebab
Maranello's Veloce Croydon Park,Maranello's Veloce Croydon Park,-4.109472503279392,a5367524314221536685,bkOvrG-7QNq2elxt8fW5BA,"italian,vegetarian friendly,pasta,pizza,dessert",italian
Thai Paragon Marrickville,Thai Paragon Marrickville,-1.5775000000000001,a6084449329966754421,CFTQV2AHT-q5eaLC8ruU7g,"asian fusion,asian,thai,family meal",thai
McDonald'sÂ® (Hurlstone Park),McDonald's,-7.072675438596491,a18105358352788897298,zEJDcN87QJCv2wjI-r9xBw,"fast food,family meal,burger,american",fast food
Doytao Thai Croydon,Doytao Thai,-0.64,a15390633832370312053,rtnbQLHMTMC55rJnvazHGA,"thai,south east asian",thai
Tea Struck Marrickville,Tea Struck Marrickville,-5.263333333333333,a803780483378448873,ZuxkWaCQTaSXbyht2N97lQ,"healthy,bubble tea,modern australian",bubble tea
That's Amore,That's Amore Haberfield,-4.375774833564037,a7255616854308541320,lU5TbkaRR8Odw2tne2WChQ,"italian,pasta,pizza",pizza
Pho Phd Vietnamese Restaurant,Pho Phd Vietnamese Restaurant,-1.3921666666666668,a3317944069367073289,PB6BDhKfSMm0CdA5gqpkKA,"allergy friendly,asian,vietnamese,vegan",vietnamese
Twin Thai by S&P,Twin Thai By S&P,-1.1,a3513133466029380956,G-_DFBaxS2i3WmahSnVKdQ,"asian,thai,allergy friendly",thai
Chatime (Ashfield),Chatime Ashfield,-4.664155076701049,a6538066102141232300,RzoUquV9S3OAGtWGIPpHzg,"exclusive to eats,dessert,asian,bubble tea",bubble tea
New Shanghai (Ashfield),New Shanghai Ashfield,-2.3809416342412453,a571807879349857799,z4-QfaltQAqXbAbLDCGXVQ,"chinese,soul food,comfort food,asian,south east asian",chinese
Shanghai Night,Shanghai Night Ashfield,-1.9011770428015564,a12065982161944157939,2c2FKBgjR1yKk6w3IvjzpQ,"comfort food,asian,noodle,chinese",shanghainese
The Wok's Art Asian Cuisine,The Wok's Art Asian Cuisine,-1.5421666666666667,a1476422988933159447,D3hUpUGoTtSa96GYfD6Uag,"chinese,thai,allergy friendly,vegan",asian
Jonnies Fish and Chips,Jonnies Fish & Chips,-5.2203181818181825,a12456732658526425568,cZTNQNGsTK6_XctOrDd7lw,"fish and chip,family meal,seafood,modern australian","fish,chips"
Woodfired In & Out Pizza,Woodfired In and Out Pizza,-5.03571386853586,a13716353238427851238,TW5PsjlfTw2WbaZgXeyAig,"italian,pizza,dessert,allergy friendly",pizza
Vn Street Foods Marrickville,Vn Street Foods,-1.067843137254902,a2499945893736567433,Bf2E-FApU0i14OgDSWxAwA,"roll,salad,vietnamese",vietnamese
Subway (Croydon Park),Subway,-4.364012092233598,a15979138567647790720,AilqGVkDR_2RSrs_s2s17A,"sandwich,breakfast and brunch,allergy friendly,healthy,fast food,family meal",sandwich
El Jannah (Earlwood),El Jannah Earlwood,-5.721139092980125,a16477644486447393818,XpqHBABMXc6_POd8RZLdMw,"vegetarian,middle eastern,chicken,fried chicken,exclusive to eats,burger,salad,comfort food,american,healthy,fast food,family meal",fast food
Oporto (Earlwood),Oporto - Earlwood,-6.016383804078074,a12435087723970806807,H78MA3F_S6ua3zShr8Dy9g,"chicken,family meal,burger,healthy,dessert,vegan,fast food",fast food
Good Feeling Thai,Good Feeling Thai,-1.7075,a16693994614148563993,5pa77trXTgKFZm7PI--vvw,"halal,thai,south east asian,noodle",thai
Ogalo Marrickville,Ogalo,-6.545175438596491,a17971702692856644432,xJAGSjr5RgGDDN1WTu9fZw,"portuguese,bbq,burger,family meal",chicken
Anar Charcoal Chicken,Anar Charcoal Chicken Croydon Park,-5.851631205673759,a11172558080298312296,UzTOAdIsTJ64MFzxzW-8lw,"middle eastern,mediterranean,chicken,halal,lebanese,family meal",lebanese
Da Vatti,Da Vatti Ashfield,-0.4961267605633803,a5779035733679481742,hrpO26m_RCCW7qUah6XtRw,"indian,nepalese,asian,vegetarian friendly",nepalese
Thai Bites,Thai Bites,-1.5150000000000001,a7913584897655474366,D7sV7VcWTe-bUZ7na_33iA,"asian fusion,allergy friendly",thai
Oricco,Oricco,-5.8925,a3665855631520227581,RA4AtRDBTOi-omuOvTutaA,"mediterranean,middle eastern,lebanese,family meal",chicken
Eat Fuh (Marrickville),Eat Fuh,-0.615,a3064756754512966308,rv5f56vyQ1iwgJ0T5NVLyw,"south east asian,vietnamese",restaurant
Zeus Street Greek (Dulwich Hill),Zeus Street Greek Dulwich Hill,-5.248370205669817,a15942299149456663515,w2_dD6mEQky1R_DSOxZnGQ,"greek,vegan friendly,mediterranean,comfort food,family meal",greek
Koon Dee Thai Restaurant,Koon Dee Thai Restaurant Marrickville,-0.7366666666666667,a18176039891363027600,GRzpVk9zTQqAeONSexEXqA,"thai,south east asian,noodle",thai
Gyradiko Kitchen,Gyradiko Kitchen,-4.772892834245153,a8806420787553225076,xizHaQnrTYWkFOH1ZxPHjw,"greek,exclusive to eats,comfort food,vegan,family meal",takeout
Burgers on Broadway (Summer Hill),Burgers On Broadway Summer Hill,-6.7902339181286555,a10313863402397178303,Z_0ec1J0RXWYUczpHhAV9g,"family meal,burger,american",burger
Minh Vietnamese Restaurant,Minh Vietnamese Restaurant,-0.5700000000000001,a2363962407484000209,HigZpzZjQdu3Xg-Zz5u2Mw,"asian,noodle,vietnamese",vietnamese
Fresko Gelato & Waffle house,Fresko Gelato & Waffle House,-5.133333333333334,a7665199749932430415,XtQnsED8R027MetYadX6QQ,"dessert: other,french,greek",ice cream
bento& studio,Bento&Studio,1.64,a631740064423080835,GYWYefW7TWm5s_Or5WNA4Q,"sushi,asian,rice bowl",japanese
Sushi Moa,Sushi Moa,0.5199999999999999,a3347156451142998170,tdQcN3UhTaGGjRdmviUa0g,"sushi,japanese,seafood",restaurant
Couchfood (Summer Hill) Powered By BP,bp Truckstop,-7.57,a17748900617583620758,Onv2Q4JsQpmQbTrU7dSFfQ,"everyday essential,convenience","gas station,petrol station"
Chololo Hurlstone Park,Chololo Hurlstone Park,-4.344206626899196,a10579485659015907426,HeYbe1WwVWqV-rTGSagbcw,"taco,bubble tea,mexican,fruit",taco
Yakitori Jin,Yakitori Jin Haberfield,0.7166666666666667,a10689292332270851412,YPTkuy_aSDqY5rW-gDwU4A,"rice bowl,asian,japanese",yakitori
Marrickville Seafood,Marrickville Seafood,-5.68709090909091,a17487026532338425103,XYg9_E59QzWbJVzC87Y5QA,"fish and chip,seafood,family meal",seafood
Hot Star Large Fried Chicken (Campsie),Hot Star Large Fried Chicken Campsie,-7.078236057068742,a10931887375187603980,zIJpHqtgR3a-sFdF8k40-A,"comfort food,fried chicken,fast food",taiwanese
BBQ Prince,BBQ Prince,-2.4450000000000003,a8000380742629490620,tgzu8bHKRySl6SC-RPlHdg,"bbq,chinese",bbq
La Calabrisella,La Calabrisella,-4.511831125173028,a11603412528068692891,xFvkgctTT1WPJoxPdFzI3w,"italian,pasta,pizza,family meal",italian
Crust Pizza (Dulwich Hill),Crust Pizza Dulwich Hill,-3.5121813344321726,a7833498135373721898,ymAgPw8tSbyTfIR-Qmj0fA,"italian,gluten free friendly,vegetarian friendly,pizza,dessert,vegan",pizza
Lucky Chinese Restaurant,Lucky Chinese Restaurant,-1.0750000000000002,a1652221899539019454,LW2J-SKESEactYOdtNjA0Q,"seafood,soup,noodle,chinese",chinese
Like Noodle Wolli Creek,多来面 Like Noodle Wolli Creek,-0.7933333333333333,a2699125177924963070,XgHUzYFLSR6pw4LoL6xfmQ,"chinese,asian,noodle",asian
Manoosh Pizzeria - Marrickville,Manoosh Pizzeria - Marrickville,-5.164957492083722,a6367379709411133509,1tDyUK5OT5-44ZYuUwID1Q,"mediterranean,exclusive to eats,pizza,lebanese,vegan friendly",pizza
Huong Giang,Huong Giang Marrickville,-2.0015693904020755,a17057892172327724951,eZYej9gFQ8ie2nkP3TcdFA,"comfort food,asian,vietnamese",vietnamese
Marrickville Kebab,Marrickville kebab,-5.575175438596492,a9215358162173176043,uQfPpFI-RjSv1oYnDSF8RA,"middle eastern,halal,bbq,burger",kebab
Cafe Nho (Marrickville),Cafe Nho,-1.8800000000000001,a4461822621198415788,1uUlAKncT62SDva5nTPkaA,"asian fusion,juice and smoothy,vietnamese",coffee
Victoria Yeeros,Victoria Yeeros,-6.227675438596492,a16457958511787071157,02IBxvWgSqqs6Kh1q9U2ZQ,"allergy friendly,greek,burger,fast food",takeout
Semola,Semola Sydney,-4.378492467325152,a14455498372422915294,QMvhbjkMQlah6xX8lJsv2Q,"italian,pasta,comfort food",italian
Cher Thai Cuisine,CHER THAI CUISINE,-1.128965124639014,a7315996921146926113,tn0oB6SsT6aU_LU3sgyjug,"soup,noodle,drink,stir​ fried,rice dish,asian,rice and curry,thai,salad",thai
DK's KEBABS AND BURGERS,DK's Kebabs And Burgers,-6.8835672514619874,a16906527350753599160,TqLIZ7iVTn-c6-g_3_aFIg,"turkish,mediterranean,burger",kebab
Dolcissimo,Dolcissimo,-4.419108166897371,a11098006161368004336,t0c0FgMIRF2G-Tpd-XwEoQ,"italian,pizza,allergy friendly",
PANNTEA,PANNTEA盼茶,-5.984999999999999,a9826287136771295203,CveECeTiQ6uU1DW45XE7SQ,"healthy,bubble tea",bubble tea
Fat Hawker,Fat Hawker,-1.836666666666667,a6318982618172178897,3seaAfZrTFeJphye-nwQDQ,"asian fusion,korean,asian",malaysian
Pizza Hut (Marrickville),Pizza Hut Marrickville,-5.2357748335640375,a15009807870870947090,8RujvVgkXWiHzNKQT9qAhA,"italian,pizza,family meal",pizza
Dullies Burgers,Dullies Burgers,-7.5501629961428405,a16502048240845275977,nNCz1jLwTzuHgY0YOvdiTg,"chicken,burger,fast food",restaurant
Charcorama,Charcorama,-3.556631118797137,a5811201047819816544,o6C_B03lWg2_EneXDRHl2w,"bar food,comfort food,modern australian",restaurant
Charcorama,Charcorama,-4.504803680038646,a5811201047819816544,z6sBSkw4SLW9JUE7TTVxuQ,"chicken,roll,burger,salad,family meal",restaurant
Peoples Burger Sydney,People's Burger Marrickville,-6.49659574468085,a6008923149100486397,7y0ZvgYVSPCf4DAZwb0z0g,"chicken,wing,american",fast food
Lanna Thai restaurant,Lanna Thai Restaurant Croydon Park,-3.631177042801556,a5837463021790216639,tndKSexnXPKP6KFDJL93fw,"chinese,thai,comfort food,fast food",thai
Yummy Sichuan,Yummy Sichuan,-0.6699999999999999,a8254664189873696022,p9tKLt5mSb-ryLtvNci3dg,"asian fusion,asian,chinese",chinese
KEI Japanese Restaurant,Kei Japanese Restaurant,-0.018504096807146226,a9183160926127670853,Z-SzS-gTV5Wn8VoXtztt3Q,"bento,sushi,comfort food,japanese,rice and curry,raman",japanese
Gladstone Hotel,Gladstone Hotel,-5.502675438596491,a14924191140599391647,8n1xKwYjTT2YjSjHEnjncg,"australian,allergy friendly,burger,fast food",hotel
The Yeeros Shop,The Yeeros Shop Marrickville,-4.864617737003058,a11179318765220110624,QfwFfrcZW_a-_VTRB7u6nw,"vegetarian,mediterranean,greek",greek
World Burger (Haberfield),World Burger - Haberfield,-7.072675438596491,a16999574830632732581,AD2U8gLrWB2kiQEvlo9Y6w,"fast food,family meal,burger,american",burger
Viet Rolls,Viet Rolls Marrickville,-0.5866666666666668,a152681122347050230,KrPwwEybXGyaylFvhUnNMQ,"roll,noodle,vietnamese",vietnamese
MY Takeaway on Strand,MY Takeaway on Strand,-2.106666666666667,a14614982444825851339,RUbU8ZY-Ti2zS57uURDNaw,"asian,seafood,chinese",chinese
My season's,My Seasons,-2.106666666666667,a12660911893435544226,kRjcxt1uRqqYoRoiSIx93Q,"asian,seafood,chinese",chinese
Unique Wholefood (Leichhardt),Unique Wholefood,-5.005686274509804,a8570565252978788322,slUgb4NGRaOyDq57kEWqLQ,"everyday essential,gluten free friendly,grocery",health food
Cyclops Pizzeria,Cyclops Pizzeria,-4.511831125173028,a15781912224573709554,JSspfurHTDmS7ETN6GaDKQ,"italian,pasta,pizza,family meal",pizza takeout
Bella's Pizza and Pasta,Bella's Pizza & Pasta - Petersham,-5.378492467325152,a11012198528661243397,BSwr4N97QpebZ-eLvb-N0Q,"healthy,italian,comfort food",pizza
Junction Espresso Bar,Junction Espresso Bar Wolli Creek,-4.022177121771217,a9166189248571421121,f1b9qeYIQS2oraitkE2Ksw,"breakfast and brunch,modern australian",cafe
Gelato Franco,Gelato Franco,-7.177765486725663,a14760499138317734611,l_qvC6cNQhyHrD2JgZ2S7g,"ice cream and frozen yoghurt,dessert",ice cream
More Rice,More Rice,-0.38,a2402109646780784090,MiNAJ1cJRDqEl6H7cA3NTw,thai,thai
Mr Q's Restaurant,Mr Qs Restaurant,-2.0470297777842896,a17040848351232377469,DLewZzYKT-iwNBCDRdYzAQ,"exclusive to eats,asian,chinese",chinese
Piazza Pizza Pasta Ribs,Piazza Pizza Pasta Ribs,-3.77827763496144,a2846039924004921053,YPq_76nwR2Wi2rf2sJ9uDw,"pasta,pizza",pizza
Baby Rey's Burgers,Baby Rey's Burgers,-6.420233918128655,a1283704241103404490,8udj71fSSeOqB1U07_SOYA,"australian,burger,american",burger
Sindoor Indian restaurant,Sindoor Indian restaurant Petersham,-0.9422222222222224,a17837868872192242303,pW2OfJv7RGmvGDN-kJt8oA,"indian,north indian,indian curry",fine dining
Mr Fav Rolls Cuisine and Delicacies,Mr Fav Rolls Cuisine and Delicacies,-0.8125,a10802323491244556173,0O2T7OdwXCuF-SiH2Qh3lg,"roll,family meal,soup,vietnamese",family
Jamie House Thai Restaurant,Jamie House Thai Restaurant,-0.5766666666666667,a8179719913147153228,ayLPsVaDThO5JpuMOw4R3g,"asian,thai,south east asian",thai
De Lanna Thai Street Cuisine,De Lanna Thai Street Cuisine,-0.41500000000000004,a12540806044347727299,TI6-hWS6Ri6Ijmng9KeDrg,"asian,thai",thai
The Hub House Diner Dulwich Hill,The Hub House Diner,-6.7902339181286555,a17863602740441540015,yuzC7HeAThCHHrEy2upoaQ,"family meal,burger,american",diner
Saigon Story Cafe,Saigon Story Cafe,-4.39135751780053,a15199981191395079432,lsGXSuF6QX62KA1Rndi6tw,"breakfast and brunch,sandwich,american",cafe
