uber_Name,google_Name,jelly,fuzzy,uber_full_address,google_full_address,google_cid,uber_id
Guylian Belgian Chocolate Cafe,Guylian Belgian Chocolate Café,0.9933333333333334,98.30508474576273,"580 george st, sydney, NSW 2000","580 george st, sydney, NSW 2000",a8339268205274749201,1VzNmfyLQPGBcAG10mfAfw
Chat Thai (Thaitown),Chat Thai,0.9,66.66666666666667,"20 campbell st, haymarket, NSW 2000","20 campbell st, haymarket, NSW 2000",a8053669082264319810,LW7hRtIuSV2_c1ezTLOcmA
Buddy's Convenience Store (Darlinghurst),B Convenience Store,0.8269736842105262,88.37209302325581,"300 crown st, darlinghurst, NSW 2010","1/300 crown st, darlinghurst, NSW 2010",a5080175970901225973,sHfu8JUhSnS5q7EZIZSvkQ
Domino's (Bondi Junction),Domino's Pizza Bondi Junction,0.9076923076923076,70.0,"282 oxford st, bondi junction, NSW 2022","2/282 oxford st, bondi junction, NSW 2022",a9677605876146687854,DAPjgXXJTDKc3tYeu2jOmQ
Dundee Arm Bar,Dundee ARMS,0.9246753246753248,80.0,"161 sussex st, sydney, NSW 2000","161 sussex st, sydney, NSW 2000",a5623982662636947208,GWW16JzfTg-L0DMdoicOcw
Quick and Ezy Mart (Chippendale),Quick & Easy Convenience Store,0.8527777777777779,52.0,"133 abercrombie st, chippendale, NSW 2008","133 abercrombie st, chippendale, NSW 2008",a11727370449904347936,zTvxL1T0RniDAJtL9e6iyQ
Newtown Express,Newtown Express Grocery,0.8933333333333334,63.63636363636363,"617 king street, newtown, NSW 2042","27b/617 king st, newtown, NSW 2042",a4678024202814435073,NCqx7qMbTbqv0Xpq4ucjEQ
Silk Cafe (Asian Menu),Silk Cafe & Restaurant,0.8966666666666667,68.18181818181819,"shop 18/123 liverpool street, sydney, NSW 2000","shop 18/123 liverpool st, sydney, NSW 2000",a17042428997590404086,Ni6-_5cbWL6kv6kycARYow
Blue 36,Blue 36 Cafe,0.9166666666666669,73.6842105263158,"36 blue st, north sydney, NSW 2060","shop p02/36 blue st, north sydney, NSW 2060",a9300780804254118678,VQfrfvrDRTa2qYhE2AEdPQ
Vizio Caffe e Cucina,Vizio Caffé e Cucina,0.9794736842105264,97.43589743589745,"52-58 william st, woolloomooloo, NSW 2011","1/52-58 william st, woolloomooloo, NSW 2011",a13444426424868243837,cd3hjaSgQYCo787lT4XX9g
J Wong's Dumpling Bar,Johnny Wong's Dumpling Bar,0.8350000000000001,88.88888888888889,"383 bourke st, darlinghurst, NSW 2010","1/383 bourke st, darlinghurst, NSW 2010",a12645080631827053690,3ZQXlahESZCpN0-SYaCfoQ
Sandoitchi,Sandoitchi Cafe,0.9333333333333332,80.0,"113-115 oxford st, darlinghurst, NSW 2010","shop 3/113-115 oxford st, darlinghurst, NSW 2010",a10055537702211710982,z-jy4-P9S1S9i5U0hsI0KA
Bo Larn Thai Kitchen,Bo Larn,0.87,51.85185185185186,"500 oxford st, bondi junction, NSW 2022","500 oxford st, bondi junction, NSW 2022",a9892283422991014343,XFhBIXicTwqmEc3tsnGUHw
Lobster Tail Seafoods Bondi,Lobster Tail Seafood,0.9904761904761904,97.5609756097561,"500 oxford st, bondi junction, NSW 2022","level 5/500 oxford st, bondi junction, NSW 2022",a10492644090692131382,jGbOC_brTVe89wFNKQ53OQ
Four Frogs Creperie (Circular Quay),Four Frogs Crêperie - Circular Quay,0.9567251461988304,68.42105263157895,"1 macquarie place, sydney, NSW 2000","1 macquarie pl, sydney, NSW 2000",a13642211936408659908,gpysiB4YQSuwjyeT1wmR2Q
IGA Lloyds (Newtown),Lloyd's IGA Newtown,0.6571428571428571,100.0,"259 king st, newtown, NSW 2042","259 king st, newtown, NSW 2042",a5297788848797267774,wYeYe7EjRjykvzttkulzUQ
Smokestak Burgers,Smokestak Burgers 2,0.9789473684210528,94.44444444444444,"57a fitzroy street, surry hills, NSW 2010","57a fitzroy st, surry hills, NSW 2010",a12854372053289713269,zjQewlkgRKiwc_WT1jBerQ
Corner Mart,Corner mart Ezymart,0.9157894736842104,73.33333333333334,"375 crown st, surry hills, NSW 2010","375 crown st, surry hills, NSW 2010",a6741532799572323238,bhWO6GPLQaWevtbboEKW0A
SAVOEY,SAVOEY Restaurant and Bar,0.8480000000000001,38.70967741935484,"185 darlinghurst road, darlinghurst, NSW 2010","shop 1/185 darlinghurst rd, darlinghurst, NSW 2010",a5750244079381148299,rGqDrl6lWXSQxuigNoM7tg
East Ocean,禧市 East Ocean Seafood Restaurant,0.8689655172413794,51.28205128205128,"level 1/421-429 sussex st, haymarket, NSW 2000","level1/421-429 sussex st, haymarket, NSW 2000",a15327926749804466464,yc66mYQ6RRKFnpX8rVEtGA
The Forresters,Forrester's,0.7714285714285715,83.33333333333334,"336 riley st, surry hills, NSW 2010","336 riley st, surry hills, NSW 2010",a3608421207646838284,qlFHQ2BuS6OPfPk7yC88tQ
City Mart (22 Market St),City Mart Store,0.8853679653679654,64.86486486486487,"22 market st, sydney, NSW 2000","22 market st, sydney, NSW 2000",a11104488790964003725,a2h3AeBHSGW-6Xu10fY0pQ
BenGong's Tea Darling Square,Bengong Black,0.8884615384615385,72.0,"91 harbour st, haymarket, NSW 2000","91 harbour st, haymarket, NSW 2000",a8985649509843142234,OlIwJUg0RCOXhmyoqB-ysQ
Braza Churrascaria Darling Harbour,Braza Churrascaria,0.9058823529411764,69.23076923076923,"1-25 harbour st, sydney, NSW 2000","1-25 harbour st, sydney, NSW 2000",a3158179101128304860,oonCjMGlRYGYkbs2CZLqKw
Aurora Hotel,Aurora Rooftop Hotel,0.9033333333333332,75.0,"324 elizabeth street, surry hills, NSW 2010","324 elizabeth st, surry hills, NSW 2010",a16869492220710255297,lbnRoEw2XXy5WlUCphYeSw
Kings wharf super market,Kings Wharf Supermarket,0.9916666666666668,76.59574468085107,"21 shelley st, sydney, NSW 2000","21 shelley st, sydney, NSW 2000",a15984808310244624861,xi6Wve8vQp26wFW8P8-7IQ
Metro (Surry Hills),Woolworths Metro Surry Hills,0.925,76.92307692307692,"413-417 bourke street, surry hills, NSW 2010","413-417 bourke st, surry hills, NSW 2010",a15061832386236827863,riihWqr2VYaL8-18vjNJNw
Danjee,Danjee Korean Restaurant,0.85,40.0,"1-7 albion pl, sydney, NSW 2000","1-7 albion pl, sydney, NSW 2000",a4521755177174711844,gMM6qOqyQOuNAW_DPHrKPA
DEN Sushi Rose Bay,Den Sushi Dining Rose Bay,0.9125,72.0,"639b new south head rd, rose bay, NSW 2029","639b new south head rd, rose bay, NSW 2029",a4983056808015322531,JA65biunTlKTV2rFu0AvPw
Ichibanboshi,Ichi-Ban Boshi,0.9714285714285714,61.53846153846154,"171 oxford st, bondi junction, NSW 2022","1/171-173 oxford st, bondi junction, NSW 2022",a11748150033719039606,UhKyjaUHRK2e1tUIc_SDTA
Bill and Toni's Italian,Bill & Toni Italian Upstairs,0.9103030303030304,84.61538461538461,"72-74 stanley st, darlinghurst, NSW 2010","72-74 stanley st, darlinghurst, NSW 2010",a12903765600638072927,6cR0OTDtRw-yFvMLOmO-Zw
Sourdough Panini Bakery Cafe,Sourdough Panini Bakery & Cafe,0.9678571428571427,93.33333333333331,"60 york st, sydney, NSW 2000","60 york st, sydney, NSW 2000",a10931789200562542547,8wesWxqQS66HGvaIfVlVwA
Ichiban Boshi (Sydney City),Ichi-ban Boshi,0.8841269841269841,62.5,"500 george st, sydney, NSW 2000","500 george st, sydney, NSW 2000",a6638916488230555792,7gRUyHSERoCp966JCXpJ6w
Una's Restaurant,Una's,0.8533333333333333,42.10526315789473,"340 victoria st, darlinghurst, NSW 2010","340 victoria st, darlinghurst, NSW 2010",a1172741873207532129,woQ-d_0qQgW_RPywnBOGzg
Room 10,Room Ten,0.8678571428571429,53.333333333333336,"10 llankelly pl, potts point, NSW 2011","10 llankelly pl, potts point, NSW 2011",a12118546622349702559,Uwh51fs3SfiCUZo0BX1UIA
Madame Nhu Darlinghurst,Madame Nhu Crown,0.8755434782608695,66.66666666666667,"333 crown st, surry hills, NSW 2010","333 crown st, surry hills, NSW 2010",a9419529639736538705,wvFeSnfQSDqJ6nIZkbkhDQ
Spicy Joint (CBD),Spicy Joint Chinatown,0.8971428571428571,72.22222222222221,"25-29 dixon st, haymarket, NSW 2000","level 4/25-29 dixon st, haymarket, NSW 2000",a15587445082297420162,egrPHH8JSBqEwg2kLkKg_w
Dumplings and Beer,Dumplings & Beer Stanley Street,0.9090909090909092,70.58823529411764,"83 stanley street, darlinghurst, NSW 2010","83 stanley st, darlinghurst, NSW 2010",a12402943402388794305,U3Y-6QwwTZKswgDcEO8R1A
Bei Amici,Bei Amici Modern Italian Restaurant,0.8514285714285714,40.90909090909091,"2b mona rd, darling point, NSW 2027","2b mona rd, darling point, NSW 2027",a15805920945553669315,uZYRIJl3Sw6fVIbUjI77bQ
DOC Pizza & Mozzarella Bar Surry Hills,DOC Pizza - Surry Hills,0.8642857142857142,48.64864864864865,"78 campbell st, surry hills, NSW 2010","78 campbell st, surry hills, NSW 2010",a10851220188888814068,VpFcs_XyQw2TzEzQ6vXxKA
The Muglan Express,The Muglan Express Nepalese & Indian Flavours,0.876595744680851,55.38461538461539,"56-58 york st, sydney, NSW 2000","shop 1/56 -58 york st, sydney, NSW 2000",a11437107096321546318,6kzOjivtTEqfKrVRg9Hiow
Glider Coffee,Glider Cafe,0.9356643356643356,83.33333333333334,"197 victoria st, potts point, NSW 2011","197 victoria st, potts point, NSW 2011",a3416768208539868720,JDhIKbSRQcqvwE0kphlE0w
The Rocks Teppanyaki by Kobe Jones,The Rocks Teppanyaki,0.8833333333333334,58.82352941176471,"176 cumberland st, the rocks, NSW 2000","176 cumberland st, the rocks, NSW 2000",a735008616125425256,czv7aCKBTBShwaFdzNOyEQ
Juniper Cafe & Bar,Juniper Paddington,0.87,51.85185185185186,"225 glenmore rd, paddington, NSW 2021","225 glenmore rd, paddington, NSW 2021",a1347732314470280910,sGL8zt7YST6aotEWYOnq2g
Monster Sushi Bar,Monster Sushi & Bar,0.9501400560224088,89.47368421052632,"234 sussex st, sydney, NSW 2000","shop 1/234 sussex st, sydney, NSW 2000",a12575549009005599504,3F8uO8WrSzyCb2cOqy8LOg
Twenty One Espresso (21 Espresso),Twenty-One Espresso,0.9225806451612903,76.0,"21 knox street, double bay, NSW 2028","21 knox st, double bay, NSW 2028",a4560147639086572097,iV9chcMYV365c-5M69sEXA
Silom Thai Food,Silom Thai,0.9333333333333332,80.0,"395 crown street, surry hills, NSW 2010","395 crown st, surry hills, NSW 2010",a2728472404592175437,QXEvq0u8Sw-TSTPVovU5Bg
Laneway dumplings and Momo Townhall,Laneway Dumplings & Momo,0.9485714285714284,85.24590163934427,"3 temperance lane, sydney, NSW 2000","3 temperance ln, sydney, NSW 2000",a3433923409549839555,I69lyPRqXKiifj0TgtefdA
Camy's Chargrill Chicken Surry Hills,Camy’s Chargrill Chicken,0.9481884057971016,93.61702127659576,"14 foveaux street, surry hills, NSW 2010","14 foveaux st, surry hills, NSW 2010",a7845567569020802505,jhMQ8wLPS-WSSPmPEOejlw
Field To Fork (Bondi),Field to Fork Butcher,0.923809523809524,76.47058823529412,"lg07/75 hall street, bondi beach, NSW 2026","lg07/75 hall st, bondi beach, NSW 2026",a2064391842353756565,m54lBcgvV1yRExsqWDyirw
Truffles Cafe,Truffles,0.9230769230769232,76.19047619047619,"36 llankelly place, potts point, NSW 2011","36 llankelly pl, potts point, NSW 2011",a5568413467234468666,PoM4VtBaXgiwyZbALGVOlA
Sparrow's Mill Express,Sparrow's Mill Express (Sussex St.),0.935483870967742,80.76923076923077,"401 sussex st, haymarket, NSW 2000","level 1/401-403 sussex st, haymarket, NSW 2000",a5793025748698360464,2VzLdqhzQ7WN8hyDiC15GA
Happy Chef - Sussex Centre,Happy Chef Noodle Restaurant,0.862468671679198,50.0,"401 sussex st, haymarket, NSW 2000","f3/401 sussex st, haymarket, NSW 2000",a1539240703611890522,w8AV9fedTpmBMwSncy2cAg
Golden Tower (Market City),Golden Tower,0.9,66.66666666666667,"9-13 hay st, haymarket, NSW 2000","9-13 hay st, haymarket, NSW 2000",a10124217711853824916,lSx-dYj4SI6Iy2qciEG0cA
85 Degrees Bakery Cafe (Haymarket),85 Degrees Cafe,0.9096969696969696,81.08108108108108,"9 hay st, haymarket, NSW 2000","9 hay st, haymarket, NSW 2000",a15683040568332079960,jiKGfd7XQ0W2uxY_8XZwVA
Nanyang Tea Club,Nan Yang Tea Club,0.9279411764705884,72.72727272727273,"9-13 hay st, haymarket, NSW 2000","shop 3.11/9-13 hay st, haymarket, NSW 2000",a5723079003945444647,aEz-QcOZQWmloTJUHC1-lA
Mama's Boy,Mama's Boy (formerly Shwarmama),0.8642857142857142,48.64864864864865,"106-112 commonwealth st, surry hills, NSW 2010","shop 2/106-112 commonwealth st, surry hills, NSW 2010",a10110301583748523210,4SmOYU9xT2Whj07fW3be6A
Zack's Chicken,Zacks Chickens,0.9857142857142858,96.2962962962963,"203-233 new south head rd, edgecliff, NSW 2027","shop 22/203 new south head rd, edgecliff, NSW 2027",a6267509700766729063,31NkZ2I2TiWhlNv7DrZ3gA
Sonder Cafe Restaurant,Sonder Cafe,0.9,66.66666666666667,"227 glenmore rd, paddington, NSW 2021","227 glenmore rd, paddington, NSW 2021",a528074747900860556,sxG7qgPQQG2A_-gH-3ylCg
Bukhara Indian Restaurant (Double Bay),Bukhara,0.8560000000000001,43.75,"55 bay st, double bay, NSW 2028","55 bay st, double bay, NSW 2028",a9689842266674240972,7N7kz16mRP-ffb3JcVPl9w
Piccolo Me (Elizabeth St),"Piccolo Me, 80 Elizabeth St",0.9334448160535116,93.87755102040816,"80 elizabeth st, sydney, NSW 2000","shop 2/80 elizabeth st, sydney, NSW 2000",a338719487132914491,_ODKBY-lSdq2NDSGaPqbxg
Colliers Sandwich Company,Colliers Sandwich Cafe - Woolloomooloo,0.9418181818181818,72.34042553191489,"87 cathedral street, woolloomooloo, NSW 2011","shop 2/87-91 cathedral st, woolloomooloo, NSW 2011",a2034556057621469621,ra3gB57oQCeNOdpBOMvevA
Caminetto Italian Restaurant,Caminetto Italian Restaurant and Pizzeria,0.9365853658536586,81.15942028985508,"13 playfair st, the rocks, NSW 2000","13-17 playfair st, the rocks, NSW 2000",a4216126065740192203,5fkamKiSrOdVHFrkqpxIA
Grind House 59 Espresso and Sandwich,GrindHouse,0.8555555555555555,43.47826086956522,"57-59 york st, sydney, NSW 2000","57-59 york st, sydney, NSW 2000",a5232270818605434902,wN7J16mWR0G17noj0xgNiA
Miller Bakery Pizza and Cafe,Miller Bakery,0.8571428571428571,44.44444444444444,"103 cartwright ave, miller, NSW 2168","shop 7/103 cartwright ave, miller, NSW 2168",a13912423044864008849,DBTUdBINQPaGBq36YAPKTA
"Mustii's Pide, Pizza and Kebab",Mustii's Pide Pizza and Kebabs,0.993103448275862,98.24561403508773,"682 the horsley drive, smithfield, NSW 2164","682 the horsley dr, smithfield, NSW 2164",a9293080522625457967,RUWTCHscQ1-FQcjRwVFHPg
V lounge cafe,V Lounge,0.9230769230769232,76.19047619047619,"239 canley vale rd, canley heights, NSW 2166","shop 3/239 canley vale rd, canley heights, NSW 2166",a5715799778394664369,5G-MFEAZR3m5g23PfaQ4aw
Scoobs Burger,Scoob's,0.8923076923076924,63.1578947368421,"30 bulls road, wakeley, NSW 2176","5/30 bulls rd, wakeley, NSW 2176",a8868779398959062255,MbdNqRjjTQ6ngaEvTSsaoA
Diem Hen,Diem Hen Cafe,0.9230769230769232,76.19047619047619,"205 canley vale rd, canley heights, NSW 2166","205-207 canley vale rd, canley heights, NSW 2166",a17524373751848687716,Y2ZzYSpbXoyuFduF7_LcSQ
Babylon Shawarma and Grills,Babylon bakery-Shawarma and grills,0.9069716775599128,88.52459016393442,"187 the boulevarde, fairfield heights, NSW 2165","187 the boulevarde, fairfield heights, NSW 2165",a15576546143898327751,sGB9p2GZTv-ruAQTQTulMA
Babylon bakery,Babylon bakery-Shawarma and grills,0.8823529411764706,58.33333333333333,"187 the boulevarde, fairfield heights, NSW 2165","187 the boulevarde, fairfield heights, NSW 2165",a15576546143898327751,ofe_txUES0uL0Ou1SsIG1g
Domino's (Edensor Park),Domino's Pizza Edensor Park,0.9076923076923076,70.0,"shop 4/207-215 edensor road, edensor park, NSW 2176","shop 4/207-215 edensor rd, edensor park, NSW 2176",a10098857637374398486,iho_fad1SQqjUFd-KxWcNA
Extra Crispy Chicken (Edensor Park),Extra Crispy - Edensor Park,0.92,75.0,"749 smithfield road, edensor park, NSW 2176","3/749 smithfield rd, edensor park, NSW 2176",a6971813682405840218,XhdP6oytTIuOs1U8y_j3WQ
My Modern Fresh Tea & Yogurt,My Modern Fresh Tea & Yoghurt Cabramatta,0.9935483870967742,98.36065573770492,"73 john street, cabramatta, NSW 2166","73 john st, cabramatta, NSW 2166",a7465017449664013305,I7cKYgcjX1usM_NJLMJ3rQ
Phnom Penh Mi Ni,Phnom Penh Mini Restaurant,0.9105769230769232,71.42857142857143,"73-79 john st, cabramatta, NSW 2166","15/73-79 john st, cabramatta, NSW 2166",a4478490856788339780,IUOeSU2oTKSpaRP2uK2QeQ
Flash Kebabs & Burgers,Flash Kebabs & Burgers & Flash Desserts,0.9116279069767442,71.64179104477613,"315 hume highway, cabramatta, NSW 2166","315 hume hwy, cabramatta, NSW 2166",a10491799514764109105,Y0GBQfY0Rtm38myK7E-UMQ
Grill Myth,Grill,0.9,66.66666666666667,"237 canley vale road, canley heights, NSW 2166","shop 3/237 canley vale rd, canley heights, NSW 2166",a13795353718727875596,IRba4C1aTxq1-_ps5EHkpQ
Escape Pizzeria at Canley Heights RSL,ESCAPE PIZZERIA,0.8810810810810811,57.692307692307686,"26 humphries rd, wakeley, NSW 2176","26 humphries rd, wakeley, NSW 2176",a457878204036517552,30oC6W_zRbWDAjoMDdGcJA
Fresh Shawarma Burger & Kebabs,Fresh Shawarma Kebabs & Burgers,0.956439393939394,98.46153846153848,"233 the boulevarde, fairfield heights, NSW 2165","233 the boulevarde, fairfield heights, NSW 2165",a10942712335918025157,lbD2z9K5XX2z8dZGnKAatA
Fish n Grill,Fish n Grille,0.9846153846153848,96.0,"shop f4/561-583 polding street, wetherill park, NSW 2164","571/561-583 polding st, wetherill park, NSW 2164",a14772866348473355332,RidzYaZXXvK7F85m6gFsRQ
iJuice Sugarcane Drive Thru,iJuice Sugarcane,0.9185185185185184,74.4186046511628,"260 hume highway, lansvale, NSW 2166","260-266 hume hwy, lansvale, NSW 2166",a14360185275632251376,S2uWlZMeTeatSol5qAtf4w
Manoushe By Abla's,Manoushe by abla’s,0.9888888888888888,91.42857142857144,"1187 the horsley drive, wetherill park, NSW 2164","unit 3c/1187 the horsley dr, wetherill park, NSW 2164",a13250576540456501269,V3zsQj-wQ5ymD8nFzk4s7g
Frango (Smithfield),Frango Charcoal Chicken Smithfield,0.8521739130434783,41.3793103448276,"680 the horsley dr, smithfield, NSW 2164","680 the horsley dr, smithfield, NSW 2164",a9837259884106374824,X4QQzOrjTSO6vM0va_D0Dg
Harry's House,Harry’s House,0.967948717948718,88.0,"248 canley vale rd, canley heights, NSW 2166","248 canley vale rd, canley heights, NSW 2166",a3287477433274082554,r0kDJxzsQ0aycJcNqg9Wsw
Airlab,Air Lab,0.9666666666666668,92.3076923076923,"85 john st, cabramatta, NSW 2166","shop 5/85 john st, cabramatta, NSW 2166",a13942173115825831513,a3G1Y9WASQqBZhivfp2i2Q
Scent-tastic,Scent-tastic Coffee & Sandwich,0.875,54.54545454545454,"338 hamilton road, fairfield west, NSW 2165","shop 2/338 hamilton rd, fairfield west, NSW 2165",a11683075610854763431,jg9FilUWQRGlntrw6dYIcQ
Oporto (Prairiewood DT),Oporto Prairiewood Drive Thru,0.9058823529411764,61.53846153846154,"485 smithfield rd, prairiewood, NSW 2176","485 smithfield rd, prairiewood, NSW 2176",a10545427789797805742,FDSGh1eHSmin6efjgBqsuA
Battambang Restaurant,Battambang Restaurant II,0.975,93.33333333333331,"70-72 john st, cabramatta, NSW 2166","16/70 john st, cabramatta, NSW 2166",a466806817755279793,X381mYJ7TGCse14Q9oIq7w
Iron Chef Bonnyrigg,Iron Chef Bonnyrigg Chinese Seafood Restaurant,0.85,40.0,"37 bonnyrigg avenue, bonnyrigg, NSW 2177","37 bonnyrigg ave, bonnyrigg, NSW 2177",a17291518547725942095,UBpe8UUsRYu0UT3mMgbMtw
Mama's Steakhouse,Mama’s Steakhouse,0.975735294117647,96.96969696969695,"shop 1/37-41 bonnyrigg ave, bonnyrigg, NSW 2177","shop 1/37 bonnyrigg ave, bonnyrigg, NSW 2177",a341573705784859027,PAnFtBtWSTGgQ2Zt1YLRuw
Pho 2 u,Pho 2U,0.9714285714285714,76.92307692307692,"180 railway parade, cabramatta, NSW 2166","12/180 railway pde, cabramatta, NSW 2166",a14395568740078883496,0Np7WHiZSbCT1JeuZnioVQ
An Nhien Vegetarian,An Nhien,0.8842105263157894,59.25925925925925,"180 railway pde, cabramatta, NSW 2166","9/10/180 railway pde, cabramatta, NSW 2166",a16767074481727268370,CL1TVvKRRwuJBOkHwehWlw
Avoca Woodfire Pizza Cafe,Avoca Woodfire Pizza,0.96,88.88888888888889,"8/44 harden st, canley heights, NSW 2166","8/44 harden st, canley heights, NSW 2166",a9757951028811554469,3TIdlBgKQ0WwwqsdDC-Uow
Homers Burgers Wetherill Park,Homers Wetherill Park,0.8857142857142858,60.0,"1024 the horsley dr, wetherill park, NSW 2164","18/1024 the horsley dr, wetherill park, NSW 2164",a14340310338973285231,iAqvwYkBQ6K1_hNzu0j-lQ
Sinh Phu Vietnamese Restaurant,Sinh Phu,0.8533333333333333,42.10526315789473,"229 canley vale rd, canley heights, NSW 2166","3/229 canley vale rd, canley heights, NSW 2166",a6691656869857005262,1Dz1odODRVaUuuF1XvnvPw
Mingfa Chinese Restaurant,Ming Fa Chinese Takeaway,0.8366491228070176,65.3061224489796,"50 dublin st, smithfield, NSW 2164","50 dublin st, smithfield, NSW 2164",a3679637413906553193,Rsr1iCxOS5OO0QxgSp7g1g
Oregano's Lebanese Bakery & Café,Oregano's Lebanese Bakery & Cafe,0.993939393939394,98.46153846153848,"693 the horsley drive, smithfield, NSW 2164","shop 1/693 the horsley dr, smithfield, NSW 2164",a954640733664724879,0EM419fzRCWpKS17yXMaqA
Bricks & Brunch,Bricks + Brunch,0.9221719457013576,86.66666666666667,"224 hamilton rd, fairfield heights, NSW 2165","4/224 hamilton rd, fairfield heights, NSW 2165",a17264696054051301388,8hbls72HSbirAn79n0aPKw
Twopeck Crispy Chicken Cabramatta,Two Peck Crispy Chicken,0.9262187088274044,84.44444444444444,"59 john street, cabramatta, NSW 2166","2/59 john st, cabramatta, NSW 2166",a17180241552402742025,1pbuuRBZS8-1pnUTzj_ebQ
Shandeez Restaurant,Shandeez restaurants,0.99,97.43589743589745,"40 ware st, fairfield, NSW 2165","40 ware st, fairfield, NSW 2165",a18012750771366090760,LRlid6_OQ-eOr_HAwjAugw
Lam Ky,Lam Ky Noodle and Sweet,0.8521739130434783,41.3793103448276,"8 dutton lane, cabramatta, NSW 2166","shop 8/8 dutton ln, cabramatta, NSW 2166",a6300416972883175410,vigFZUyLUP2ESJcQpCZ3oQ
